Actual	sgRNAscorer.Hg	sgRNAscorer.Mm	WU.CRISPR	Combined	State	DNase	H2A.Z	H2AK5ac	H2AK9ac	H2BK120ac	H2BK12ac	H2BK15ac	H2BK20ac	H2BK5ac	H3K14ac	H3K18ac	H3K23ac	H3K23me2	H3K27ac	H3K27me3	H3K36me3	H3K4ac	H3K4me1	H3K4me2	H3K4me3	H3K56ac	H3K79me1	H3K79me2	H3K9ac	H3K9me1	H3K9me3	H3T11ph	H4K12ac	H4K20me1	H4K5ac	H4K8ac	H4K91ac	Class
TGFB3_s_56348	-0.555026543	33.8090376445	34.3736351685	30	31.90451882225	11_TxEnh3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FARS2_s_20315	-0.55520026	40.5784036437	41.2315727175	0	20.5784036437	25_Quies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMB2_s_44711	-0.558519255	63.1684960008	63.989774143	0	43.1684960008	6_Tx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SF3B5_s_50191	-0.55924124	45.7070653999	46.4157559255	0	25.7070653999	3_PromD1	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	0	1	1	1	0	0	0	1	0	0	1	1	0
MCM5_s_33171	-0.563433813	23.8890431308	24.26175648	0	3.8890431308	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FARS2_s_20314	-0.565755857	57.2131219469	57.9923799881	45	51.10656097345	25_Quies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAPC13_s_2308	-0.567142714	82.351451171	83.0817227255	0	62.351451171	10_TxEnh5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
POLR1E_s_43049	-0.570633497	51.4213058161	52.1852666602	0	31.4213058161	3_PromD1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	0	0
CDKN2B_s_10975	-0.570818228	39.5831927642	40.2312632642	0	19.5831927642	3_PromD1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0
PSMC3_s_44753	-0.571782174	41.60985831	42.2693384504	0	21.60985831	3_PromD1	0	1	1	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	1	1	0
CDC20_s_10588	-0.575589322	8.92810198699	8.88342976618	0	-11.07189801301	9_TxReg	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0
ZBTB17_s_62585	-0.576309383	85.1186624531	85.7813182416	34	59.55933122655	6_Tx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PARN_s_40285	-0.578245702	56.1734451397	56.9472254188	25	40.58672256985	3_PromD1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0
PSMD3_s_44793	-0.578715828	66.8895124934	67.6904838371	0	46.8895124934	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCM4_s_33167	-0.579484292	25.1236547306	25.5366233895	0	5.1236547306	4_PromD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
PLRG1_s_42634	-0.579663776	48.1416302477	48.8668378048	56	52.07081512385	6_Tx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EIF1AX_s_17724	-0.579913026	7.53240279346	7.45317782149	0	-12.46759720654	3_PromD1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0
E2F5_s_17247	-0.580012916	19.7963711231	20.0739322583	0	-0.203628876900002	25_Quies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMA7_s_44694	-0.585398455	48.6560486751	49.3848610789	38	43.32802433755	10_TxEnh5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	0	0	0	1	1	0	0	0	0
CCND1_s_10031	-0.589078446	26.6819163414	27.1329412617	0	6.6819163414	9_TxReg	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	0	1	1	1	0	1	1	0
SART1_s_49055	-0.589480078	31.0295853276	31.547295503	0	11.0295853276	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFC3_s_46881	-0.59238956	41.2084482313	41.8704693082	0	21.2084482313	5_Tx5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PSMF1_s_44830	-0.596069453	59.9062602201	60.6989985566	0	39.9062602201	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EXOSC5_s_19013	-0.596869037	90.9550182528	91.5032770587	0	70.9550182528	8_TxWk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GADD45A_s_22044	-0.59946272	49.0954354582	49.8332756614	56	52.5477177291	3_PromD1	1	1	1	0	1	1	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0
EEF2_s_17471	-0.60525556	76.2332566056	76.995150436	86	81.1166283028	9_TxReg	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	1	0	0
POLR3A_s_43101	-0.609678995	80.470793149	81.2074090277	48	64.2353965745	11_TxEnh3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPIE_s_43404	-0.610306869	35.3629116555	35.9535659183	0	15.3629116555	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX5_s_15450	-0.610975154	50.9186859765	51.6635489679	0	30.9186859765	4_PromD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0
PSMD13_s_44780	-0.614149922	21.1778751407	21.4861510527	0	1.1778751407	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORC6_s_39595	-0.615258718	97.554927035	97.7684982446	61	79.2774635175	3_PromD1	1	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	1	0
CDC40_s_10628	-0.616396949	53.5415489112	54.3140562737	0	33.5415489112	8_TxWk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM17_s_46400	-0.619000994	10.0519543439	10.0539019275	0	-9.9480456561	6_Tx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FZR1_s_21893	-0.619338826	1.11212751029	1.02243938411	0	-18.88787248971	6_Tx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0
PSMD12_s_44778	-0.62192909	34.7379183383	35.3288068785	0	14.7379183383	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNASEH1_s_47473	-0.622171806	3.81905538294	3.68421283653	0	-16.18094461706	6_Tx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RPL37A_s_48187	-0.627159524	78.0111194316	78.7659838455	0	58.0111194316	3_PromD1	0	1	1	0	1	0	0	0	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	0	0	1	1	0	0	1	1	0
CDC45_s_10663	-0.628085434	68.9346870738	69.7429709121	0	48.9346870738	4_PromD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
POLR3D_s_43113	-0.628328196	23.9289002352	24.3026511291	0	3.9289002352	6_Tx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
POLR3B_s_43106	-0.628879302	10.0410775208	10.0431113	0	-9.9589224792	8_TxWk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTF2IRD1_s_24423	-0.629649937	94.6568251696	95.0584778851	73	83.8284125848	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FARSB_s_20322	-0.632858821	7.22685624048	7.14511455257	0	-12.77314375952	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF4A2_s_17837	-0.633561511	41.4646250685	42.1220372412	60	50.73231253425	4_PromD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0
EIF2S2_s_17796	-0.633634114	71.3766629096	72.1805919409	0	51.3766629096	3_PromD1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0
TAF12_s_55226	-0.638126514	6.74661684713	6.64805070059	0	-13.25338315287	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMA3_s_44678	-0.640277103	39.0497859847	39.6945850071	0	19.0497859847	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLR1C_s_43038	-0.64102448	41.9511324616	42.6223199922	0	21.9511324616	3_PromD1	1	1	1	0	1	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	0	1	0	0	1	1	0
CDKN2A_s_10959	-0.643737329	71.6918326857	72.5006895028	0	51.6918326857	2_PromU	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0
SNW1_s_52879	-0.650018248	53.9017008033	54.6735853487	0	33.9017008033	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNOT3_s_12687	-0.651258344	51.4974804484	52.2638004809	73	62.2487402242	6_Tx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
POLR3B_s_43102	-0.657157755	32.9599449006	33.5001064431	57	44.9799724503	8_TxWk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMC6_s_44765	-0.662063186	8.71141354824	8.65960654812	0	-11.28858645176	3_PromD1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0
RPL38_s_48189	-0.663748939	8.78165201614	8.73503120503	0	-11.21834798386	3_PromD1	1	1	1	0	1	0	0	0	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0
ESPL1_s_18741	-0.663814932	59.0631036406	59.8550983337	29	44.0315518203	3_PromD1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0
DIS3_s_16024	-0.670937523	52.2420082081	53.0128529175	0	32.2420082081	6_Tx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
POLD2_s_42975	-0.674634249	28.5652290456	29.0495761661	34	31.2826145228	6_Tx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
POLR1B_s_43036	-0.675168805	86.9702664527	87.6107136665	57	71.98513322635	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LSM4_s_31956	-0.68211209	71.6324710409	72.4408472435	0	51.6324710409	10_TxEnh5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
SKIV2L2_s_50884	-0.685945696	20.1358017454	20.4184276117	0	0.135801745399998	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAPC11_s_2305	-0.686063989	55.2003934829	55.9818849141	45	50.10019674145	9_TxReg	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0
PSMA4_s_44682	-0.686284045	68.0307677673	68.8428131129	46	57.01538388365	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHFM1_s_50568	-0.698849887	12.8918191173	12.9777596024	0	-7.1081808827	8_TxWk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL14_s_48122	-0.69947689	10.7775674925	10.8003572978	0	-9.2224325075	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMC4_s_44760	-0.712929244	30.539464617	31.0538529124	0	10.539464617	4_PromD2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0
SNRPD3_s_52842	-0.715365808	48.0335256872	48.7636135653	0	28.0335256872	6_Tx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
PCNA_s_40749	-0.7154438	29.9723212505	30.4787673372	0	9.9723212505	6_Tx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TAF10_s_55220	-0.716836243	70.9964534183	71.7927511857	0	50.9964534183	9_TxReg	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0
CDC16_s_10584	-0.722410876	29.9040000531	30.4062689522	0	9.9040000531	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS21_s_48295	-0.724518217	66.4532228396	67.2458368296	0	46.4532228396	9_TxReg	0	0	1	1	1	1	0	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	0	1	1	0
RAD21_s_45876	-0.72584349	70.2743429754	71.0702180877	0	50.2743429754	5_Tx5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PSMB3_s_44714	-0.732278687	25.6822441209	26.1106116128	56	40.84112206045	6_Tx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
PRPF3_s_44305	-0.737939128	50.301841059	51.0425209247	0	30.301841059	6_Tx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
TBP_s_55657	-0.739428577	80.1054425042	80.847733639	46	63.0527212521	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPA9_s_26294	-0.746878407	27.9108130001	28.3816546165	0	7.9108130001	6_Tx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MAD2L2_s_32326	-0.750166352	11.6908519281	11.7340574881	0	-8.3091480719	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SF3A2_s_50174	-0.750380675	23.6157952119	23.98408986	0	3.6157952119	6_Tx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
ORC5_s_39590	-0.752353029	11.298217049	11.3368160845	0	-8.701782951	5_Tx5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E2F4_s_17242	-0.755320105	59.5105650823	60.2950267278	0	39.5105650823	10_TxEnh5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0
BUB1B_s_6000	-0.755487818	38.0532846347	38.6777786963	20	29.02664231735	6_Tx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SNRPD2_s_52841	-0.762616547	55.4731620842	56.2540281961	71	63.2365810421	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLR2B_s_43056	-0.767460952	46.8440805563	47.5684509853	0	26.8440805563	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS23_s_48297	-0.768204532	35.9416323862	36.5309559325	0	15.9416323862	3_PromD1	0	1	1	0	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0
PRPF38B_s_44318	-0.773561461	13.0499386289	13.1360709094	0	-6.9500613711	6_Tx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DHX38_s_15935	-0.774608959	69.6807265275	70.482220338	0	49.6807265275	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCM6_s_33177	-0.776505489	41.432547658	42.0898848293	14	27.716273829	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLR1D_s_43043	-0.778074997	45.6525706726	46.3563891854	0	25.6525706726	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAU_s_20375	-0.781154902	29.190922904	29.6930633457	0	9.190922904	3_PromD1	1	1	1	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	1	0
PARS2_s_40338	-0.783344804	12.5909551289	12.6686721383	0	-7.4090448711	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPA3_s_48054	-0.783363865	47.5078248603	48.2416764026	0	27.5078248603	8_TxWk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF9_s_55296	-0.786825932	49.3088424147	50.0416262171	0	29.3088424147	8_TxWk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBP1_s_36225	-0.791324932	25.7986445635	26.2268943404	0	5.7986445635	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL35A_s_48175	-0.796781513	54.6456755042	55.4199309839	0	34.6456755042	6_Tx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
SARS_s_49053	-0.79835934	25.3702820858	25.792086922	48	36.6851410429	6_Tx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
POLE2_s_42993	-0.798861249	19.9929282214	20.2760279079	0	-0.0070717786000003	8_TxWk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRSF1_s_53940	-0.799948441	16.6509413614	16.8286601991	0	-3.3490586386	9_TxReg	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0
PRPF19_s_44304	-0.802096234	98.646056746	98.7845729874	0	78.646056746	6_Tx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
CDC23_s_10596	-0.802282728	77.299959553	78.0639712289	0	57.299959553	3_PromD1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	0	1	1	1	0	0	1	1	0	0	1	1	0
PSMB5_s_44726	-0.805143214	6.64190438056	6.54369253076	0	-13.35809561944	4_PromD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
POLR3K_s_43133	-0.825014347	31.6122143405	32.1360248206	0	11.6122143405	6_Tx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PSTK_s_44872	-0.829336152	5.15860067274	5.05129388768	0	-14.84139932726	8_TxWk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARS_s_55392	-0.831550467	76.2746622746	77.0364108691	69	72.6373311373	6_Tx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
TTC37_s_59596	-0.837490224	19.0822615976	19.3444492647	0	-0.917738402400001	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMD7_s_44805	-0.839630092	62.1865585326	62.9946588223	0	42.1865585326	6_Tx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLR2E_s_43068	-0.846841395	86.5005720472	87.1493503311	0	66.5005720472	3_PromD1	1	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	1	1	0	1	1	1	0	0	1	1	0	0	1	1	0
DDX23_s_15385	-0.847443564	47.0007805503	47.7311517001	0	27.0007805503	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF9_s_55297	-0.850063395	6.24189538413	6.14297617942	0	-13.75810461587	6_Tx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SRSF6_s_53965	-0.859805464	87.0781497897	87.7179615298	48	67.53907489485	3_PromD1	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0
FEN1_s_20797	-0.865223343	12.6392371623	12.7151267039	0	-7.3607628377	10_TxEnh5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0
ANAPC5_s_2329	-0.868794532	40.6570117348	41.3116794094	0	20.6570117348	11_TxEnh3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL7A_s_48206	-0.870518985	48.1490781063	48.8738974356	0	28.1490781063	9_TxReg	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	0	1	1	0
WDR61_s_61795	-0.876758693	78.2122484827	78.9633974601	0	58.2122484827	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPA1L2_s_25717	-0.88053882	49.5661253696	50.3033080772	43	46.2830626848	8_TxWk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NARS2_s_36101	-0.881744894	37.8007211149	38.4245830246	0	17.8007211149	8_TxWk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDK4_s_10890	-0.889206033	68.8593604649	69.6702164783	0	48.8593604649	9_TxReg	1	0	1	1	0	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	1	0
MRPL13_s_34650	-0.890827271	74.8741699048	75.6453343887	0	54.8741699048	8_TxWk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLR2H_s_43081	-0.905868567	12.2066345671	12.2716502052	0	-7.7933654329	6_Tx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCNH_s_10068	-0.933201315	1.04502304227	0.962889751977	0	-18.95497695773	8_TxWk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL27_s_48147	-0.945035546	4.7793498167	4.66378233805	0	-15.2206501833	4_PromD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0
RPA1_s_48045	-0.951622352	22.1941391253	22.5315982492	26	24.09706956265	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS8_s_48379	-0.954677149	53.4271026097	54.1967127725	0	33.4271026097	4_PromD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0
